Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 14:37:29,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:37:29,5,[-2 -1  0],0.8
2022-08-17 14:37:38,8,[-2 -1  0],0.625
2022-08-17 14:37:38,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:37:39,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:37:39,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:37:40,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:37:40,8,[-2 -1  0],0.75
2022-08-17 14:37:40,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:37:40,8,[-2 -1  0],0.75
2022-08-17 14:37:40,8,[-2 -1  0],0.75
2022-08-17 14:37:40,8,[-2 -1  0],0.75
2022-08-17 14:37:40,8,[-2 -1  0],0.75
2022-08-17 14:37:41,8,[-2 -1  0],0.75
2022-08-17 14:37:41,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:37:41,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:37:45,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:37:45,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:37:45,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:37:45,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:46,8,[-2 -1  0],0.75
2022-08-17 14:37:54,8,[-2 -1  0],0.625
2022-08-17 14:37:54,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:37:54,10,[-2 -1  0],0.6
2022-08-17 14:37:55,10,[-2 -1  0],0.6
2022-08-17 14:37:55,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:37:55,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:37:55,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:38:02,7,[-2 -1  0],0.5714285714285714
2022-08-17 14:38:02,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:38:03,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:38:03,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:38:03,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:03,8,[-2 -1  0],0.75
2022-08-17 14:38:03,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:04,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:04,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:04,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:05,8,[-2 -1  0],0.75
2022-08-17 14:38:05,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:05,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:05,8,[-2 -1  0],0.625
2022-08-17 14:38:06,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:38:08,8,[-2 -1  0],0.875
2022-08-17 14:38:08,8,[-2 -1  0],0.875
2022-08-17 14:38:08,8,[-2 -1  0],0.75
2022-08-17 14:38:08,8,[-2 -1  0],0.75
2022-08-17 14:38:09,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:09,8,[-2 -1  0],0.75
2022-08-17 14:38:09,8,[-2 -1  0],0.75
2022-08-17 14:38:10,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:38:10,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:38:10,8,[-2 -1  0],0.75
2022-08-17 14:38:10,8,[-2 -1  0],0.75
2022-08-17 14:38:10,8,[-2 -1  0],0.75
2022-08-17 14:38:10,8,[-2 -1  0],0.75
2022-08-17 14:38:10,8,[-2 -1  0],0.75
2022-08-17 14:38:10,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:38:10,5,[-2 -1  0],0.8
2022-08-17 14:38:10,5,[-2 -1  0],0.8
