Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 14:26:14,5,[-2 -1  0],0.8
2022-08-17 14:26:14,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:22,8,[-2 -1  0],0.625
2022-08-17 14:26:23,8,[-2 -1  0],0.625
2022-08-17 14:26:23,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:26:23,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:26:23,8,[-2 -1  0],0.625
2022-08-17 14:26:23,8,[-2 -1  0],0.625
2022-08-17 14:26:24,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:24,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:24,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:24,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:24,8,[-2 -1  0],0.75
2022-08-17 14:26:24,8,[-2 -1  0],0.75
2022-08-17 14:26:24,8,[-2 -1  0],0.75
2022-08-17 14:26:25,8,[-2 -1  0],0.75
2022-08-17 14:26:25,8,[-2 -1  0],0.75
2022-08-17 14:26:25,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:25,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:25,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:25,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:26:25,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:30,8,[-2 -1  0],0.625
2022-08-17 14:26:30,8,[-2 -1  0],0.625
2022-08-17 14:26:30,8,[-2 -1  0],0.625
2022-08-17 14:26:30,8,[-2 -1  0],0.625
2022-08-17 14:26:31,8,[-2 -1  0],0.625
2022-08-17 14:26:39,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:39,8,[-2 -1  0],0.75
2022-08-17 14:26:39,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:39,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:39,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:39,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:39,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:47,5,[-2 -1  0],0.8
2022-08-17 14:26:47,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:26:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:49,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:49,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:50,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:26:50,8,[-2 -1  0],0.625
2022-08-17 14:26:50,8,[-2 -1  0],0.625
2022-08-17 14:26:50,8,[-2 -1  0],0.625
2022-08-17 14:26:50,8,[-2 -1  0],0.625
2022-08-17 14:26:50,8,[-2 -1  0],0.625
2022-08-17 14:26:50,8,[-2 -1  0],0.75
2022-08-17 14:26:54,8,[-2 -1  0],0.75
2022-08-17 14:26:54,8,[-2 -1  0],0.75
2022-08-17 14:26:54,9,[-2 -1  0  1],0.8888888888888888
2022-08-17 14:26:54,9,[-2 -1  0  1],0.8888888888888888
2022-08-17 14:26:54,8,[-1  0  1],1.0
2022-08-17 14:26:54,8,[-1  0  1],1.0
2022-08-17 14:26:54,8,[-1  0  1],1.0
2022-08-17 14:26:54,8,[-1  0  1],1.0
2022-08-17 14:26:55,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:26:56,8,[-2 -1  0],0.625
2022-08-17 14:26:56,8,[-2 -1  0],0.625
2022-08-17 14:26:56,10,[-2 -1  0],0.6
2022-08-17 14:26:56,10,[-2 -1  0],0.6
2022-08-17 14:26:57,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:57,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:57,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:57,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:57,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:57,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:58,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:58,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:26:58,7,[-2 -1  0  1],0.8571428571428571
2022-08-17 14:26:58,6,[-2 -1  0],0.6666666666666666
