Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 14:27:21,5,[-2 -1  0],0.8
2022-08-17 14:27:22,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:30,8,[-2 -1  0],0.625
2022-08-17 14:27:31,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:27:31,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:27:31,8,[-2 -1  0],0.625
2022-08-17 14:27:31,8,[-2 -1  0],0.625
2022-08-17 14:27:31,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:32,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:32,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:32,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:32,8,[-2 -1  0],0.75
2022-08-17 14:27:32,8,[-2 -1  0],0.75
2022-08-17 14:27:32,8,[-2 -1  0],0.75
2022-08-17 14:27:32,8,[-2 -1  0],0.75
2022-08-17 14:27:33,8,[-2 -1  0],0.75
2022-08-17 14:27:33,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:33,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:33,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:27:33,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:27:33,7,[-2 -1  0],0.7142857142857143
Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 14:27:44,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:27:44,5,[-2 -1  0],0.8
2022-08-17 14:27:52,8,[-2 -1  0],0.625
2022-08-17 14:27:52,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:27:54,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:54,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:54,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:54,8,[-2 -1  0],0.75
2022-08-17 14:27:54,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:27:55,8,[-2 -1  0],0.75
2022-08-17 14:27:55,8,[-2 -1  0],0.75
2022-08-17 14:27:55,8,[-2 -1  0],0.75
2022-08-17 14:27:55,8,[-2 -1  0],0.75
2022-08-17 14:27:55,8,[-2 -1  0],0.75
2022-08-17 14:27:55,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:27:55,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:28:00,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:28:00,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:28:00,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:28:00,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:28:00,8,[-2 -1  0],0.75
2022-08-17 14:28:00,8,[-2 -1  0],0.75
2022-08-17 14:28:00,8,[-2 -1  0],0.75
2022-08-17 14:28:01,8,[-2 -1  0],0.75
2022-08-17 14:28:01,8,[-2 -1  0],0.75
2022-08-17 14:28:01,8,[-2 -1  0],0.75
2022-08-17 14:28:01,8,[-2 -1  0],0.75
2022-08-17 14:28:09,8,[-2 -1  0],0.625
2022-08-17 14:28:09,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:28:09,10,[-2 -1  0],0.6
2022-08-17 14:28:09,10,[-2 -1  0],0.6
2022-08-17 14:28:09,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:28:10,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:28:10,9,[-2 -1  0],0.6666666666666666
