Time,Number of Pedestrian,Danger groups,Risk Factor
2022-10-31 21:13:20,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:21,3,1,66.67%
2022-10-31 21:13:22,4,1,75.00%
2022-10-31 21:13:22,4,1,75.00%
2022-10-31 21:13:22,4,1,75.00%
2022-10-31 21:13:22,4,1,75.00%
2022-10-31 21:13:22,4,1,75.00%
2022-10-31 21:13:23,4,1,75.00%
2022-10-31 21:13:23,4,1,75.00%
2022-10-31 21:13:23,4,1,75.00%
2022-10-31 21:13:23,4,1,75.00%
2022-10-31 21:13:23,4,1,75.00%
2022-10-31 21:13:23,3,1,66.67%
2022-10-31 21:13:23,3,1,66.67%
2022-10-31 21:13:23,3,1,66.67%
2022-10-31 21:13:23,3,1,66.67%
2022-10-31 21:13:23,3,1,66.67%
2022-10-31 21:13:24,3,1,66.67%
2022-10-31 21:13:24,3,1,66.67%
2022-10-31 21:13:24,4,1,75.00%
2022-10-31 21:13:24,4,1,75.00%
2022-10-31 21:13:24,4,1,75.00%
2022-10-31 21:13:24,4,1,75.00%
2022-10-31 21:13:24,4,1,50.00%
2022-10-31 21:13:24,4,1,50.00%
2022-10-31 21:13:24,4,1,50.00%
2022-10-31 21:13:24,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:25,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:26,4,1,50.00%
2022-10-31 21:13:27,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:34,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:35,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:36,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:37,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:38,4,1,50.00%
2022-10-31 21:13:39,4,1,50.00%
2022-10-31 21:13:39,4,1,50.00%
2022-10-31 21:13:39,4,1,50.00%
2022-10-31 21:13:39,4,1,50.00%
2022-10-31 21:13:39,4,1,50.00%
