Time,Number of Pedestrian,Danger groups,Risk Factor
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:32:59,5,1,40.00%
2022-10-31 22:33:00,5,1,40.00%
2022-10-31 22:33:00,5,1,40.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,5,1,60.00%
2022-10-31 22:33:00,4,1,50.00%
2022-10-31 22:33:01,4,1,50.00%
2022-10-31 22:33:01,4,1,50.00%
2022-10-31 22:33:01,4,1,50.00%
2022-10-31 22:33:01,4,1,50.00%
2022-10-31 22:33:01,4,1,50.00%
2022-10-31 22:33:01,5,1,60.00%
2022-10-31 22:33:01,5,1,60.00%
2022-10-31 22:33:01,5,1,60.00%
2022-10-31 22:33:01,5,1,60.00%
2022-10-31 22:33:01,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:02,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:03,5,1,60.00%
2022-10-31 22:33:04,5,1,60.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,6,1,50.00%
2022-10-31 22:33:04,5,1,60.00%
2022-10-31 22:33:04,5,1,60.00%
2022-10-31 22:33:05,5,1,60.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:05,5,1,40.00%
2022-10-31 22:33:06,5,1,40.00%
2022-10-31 22:33:06,5,1,40.00%
2022-10-31 22:33:06,5,1,40.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:06,6,1,50.00%
2022-10-31 22:33:07,5,1,40.00%
2022-10-31 22:33:07,5,1,40.00%
2022-10-31 22:33:07,5,1,40.00%
2022-10-31 22:33:07,6,1,33.33%
2022-10-31 22:33:07,6,1,33.33%
2022-10-31 22:33:10,6,1,33.33%
2022-10-31 22:33:10,6,1,33.33%
2022-10-31 22:33:10,6,1,33.33%
2022-10-31 22:33:10,6,1,33.33%
2022-10-31 22:33:10,6,1,33.33%
2022-10-31 22:33:11,6,1,33.33%
2022-10-31 22:33:11,6,1,33.33%
2022-10-31 22:33:11,6,1,33.33%
2022-10-31 22:33:11,6,1,33.33%
2022-10-31 22:33:11,6,1,50.00%
2022-10-31 22:33:11,6,1,50.00%
2022-10-31 22:33:11,6,1,50.00%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:12,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:13,6,1,33.33%
2022-10-31 22:33:14,6,1,33.33%
2022-10-31 22:33:14,6,1,33.33%
2022-10-31 22:33:14,6,1,33.33%
2022-10-31 22:33:14,6,1,33.33%
2022-10-31 22:33:14,6,1,33.33%
2022-10-31 22:33:14,5,1,40.00%
2022-10-31 22:33:14,5,1,40.00%
2022-10-31 22:33:14,6,1,50.00%
2022-10-31 22:33:14,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,6,1,50.00%
2022-10-31 22:33:15,5,1,40.00%
2022-10-31 22:33:15,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:16,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
2022-10-31 22:33:17,5,1,40.00%
