Time,Number of Pedestrian,Danger groups,Risk Factor
2022-08-17 14:33:12,6,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:12,5,[-2 -1  0],0.8
2022-08-17 14:33:20,8,[-2 -1  0],0.625
2022-08-17 14:33:20,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:22,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:22,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:22,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:22,8,[-2 -1  0],0.75
2022-08-17 14:33:22,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:23,8,[-2 -1  0],0.75
2022-08-17 14:33:23,8,[-2 -1  0],0.75
2022-08-17 14:33:23,8,[-2 -1  0],0.75
2022-08-17 14:33:23,8,[-2 -1  0],0.75
2022-08-17 14:33:23,8,[-2 -1  0],0.75
2022-08-17 14:33:23,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:23,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:28,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:33:28,6,[-2 -1  0],0.8333333333333334
2022-08-17 14:33:28,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:28,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:28,8,[-2 -1  0],0.75
2022-08-17 14:33:28,8,[-2 -1  0],0.75
2022-08-17 14:33:28,8,[-2 -1  0],0.75
2022-08-17 14:33:28,8,[-2 -1  0],0.75
2022-08-17 14:33:29,8,[-2 -1  0],0.75
2022-08-17 14:33:29,8,[-2 -1  0],0.75
2022-08-17 14:33:29,8,[-2 -1  0],0.75
2022-08-17 14:33:37,8,[-2 -1  0],0.625
2022-08-17 14:33:37,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:37,10,[-2 -1  0],0.6
2022-08-17 14:33:37,10,[-2 -1  0],0.6
2022-08-17 14:33:37,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:37,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:38,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:45,7,[-2 -1  0],0.5714285714285714
2022-08-17 14:33:45,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:45,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:45,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:45,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:45,8,[-2 -1  0],0.75
2022-08-17 14:33:46,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:47,8,[-2 -1  0],0.75
2022-08-17 14:33:47,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:47,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,8,[-2 -1  0],0.625
2022-08-17 14:33:48,9,[-2 -1  0],0.5555555555555556
2022-08-17 14:33:51,8,[-2 -1  0],0.875
2022-08-17 14:33:51,8,[-2 -1  0],0.875
2022-08-17 14:33:51,8,[-2 -1  0],0.75
2022-08-17 14:33:51,8,[-2 -1  0],0.75
2022-08-17 14:33:52,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:52,8,[-2 -1  0],0.75
2022-08-17 14:33:52,8,[-2 -1  0],0.75
2022-08-17 14:33:52,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:52,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:52,8,[-2 -1  0],0.75
2022-08-17 14:33:52,8,[-2 -1  0],0.75
2022-08-17 14:33:53,8,[-2 -1  0],0.75
2022-08-17 14:33:53,8,[-2 -1  0],0.75
2022-08-17 14:33:53,8,[-2 -1  0],0.75
2022-08-17 14:33:53,7,[-2 -1  0],0.8571428571428571
2022-08-17 14:33:53,5,[-2 -1  0],0.8
2022-08-17 14:33:53,5,[-2 -1  0],0.8
2022-08-17 14:33:53,5,[-2 -1  0],0.8
2022-08-17 14:33:54,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:54,7,[-2 -1  0],0.7142857142857143
2022-08-17 14:33:55,9,[-2 -1  0],0.6666666666666666
2022-08-17 14:33:55,9,[-2 -1  0],0.6666666666666666
