Time,Number of Pedestrian,Danger groups,Risk Factor
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:34,5,1,40.00%
2022-10-31 21:11:35,5,1,40.00%
2022-10-31 21:11:35,5,1,40.00%
2022-10-31 21:11:35,5,1,40.00%
2022-10-31 21:11:35,5,1,40.00%
2022-10-31 21:11:35,5,1,40.00%
2022-10-31 21:11:35,5,1,60.00%
2022-10-31 21:11:35,5,1,60.00%
2022-10-31 21:11:35,5,1,60.00%
2022-10-31 21:11:35,5,1,60.00%
2022-10-31 21:11:35,5,1,60.00%
2022-10-31 21:11:36,5,1,60.00%
2022-10-31 21:11:36,5,1,60.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,4,1,50.00%
2022-10-31 21:11:36,5,1,60.00%
2022-10-31 21:11:36,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:37,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:38,5,1,60.00%
2022-10-31 21:11:39,5,1,60.00%
2022-10-31 21:11:39,5,1,60.00%
2022-10-31 21:11:39,5,1,60.00%
2022-10-31 21:11:39,5,1,60.00%
2022-10-31 21:11:39,6,1,50.00%
2022-10-31 21:11:39,6,1,50.00%
2022-10-31 21:11:39,6,1,50.00%
2022-10-31 21:11:39,6,1,50.00%
2022-10-31 21:11:39,6,1,50.00%
2022-10-31 21:11:39,6,1,50.00%
